id;lat;long;type;site;code
29582;4.86074300000000026;45.5315920000000034;Dressel 20;Saint-Romain-en-Gal;SPERATVS
1922;12.483333;41.8999999999999986;Dressel 20;Roma;DOMS
8240;2.94614500000000001;43.2595280000000031;Dressel 20;Sallèles;CMS
13523;-5.6669419999999997;37.6150579999999977;Dressel 20;Alcolea del Río;PNN
1829;12.483333;41.8999999999999986;Dressel 20;Roma;PCIODICIILI
38940;-5.08259900000000009;37.5422030000000007;Dressel 20;Écija;IICAMILIMELISSI
25750;12.2833330000000007;41.75;Dressel 20;Ostia Antica;LAENTEISVRI
13516;-5.6669419999999997;37.6150579999999977;Dressel 20;Alcolea del Río;PNN
6506;36.1572249999999968;36.2065509999999975;Dressel 20;Antioch;GMMF
17108;-0.0931450000000000056;51.514248000000002;Dressel 20;London;AMPPLPS
16895;-1.0833330000000001;53.9666670000000011;Dressel 20;York;FSCIMNIANO
15366;12.483333;41.8999999999999986;Dressel 20;Roma;LIL
570;12.483333;41.8999999999999986;Dressel 20;Roma;RAMVSPALMAE
24633;4.84671099999999999;45.7484570000000019;Dressel 20;Lyon?;SCALENSIAGEME
18723;-2.3333330000000001;54.9666670000000011;Dressel 20;Bardon Mill;APH
28110;12.2833330000000007;41.75;Dressel 20;Ostia Antica;P
15658;-0.0931450000000000056;51.514248000000002;Dressel 20;London;LATRV
38966;-5.08259900000000009;37.5422030000000007;Dressel 20;Écija;CORBEL
29534;16.4558329999999984;43.5138889999999989;Dressel 20;Split;SCOROBRES
3068;12.483333;41.8999999999999986;Dressel 20;Roma;IICCLMM
6418;18.2653819999999989;47.7275190000000009;Dressel 20;Almásfüzitó;PMSP
297;12.483333;41.8999999999999986;Dressel 20;Roma;FCVCVM
30614;1.02194999999999991;49.280816999999999;Dressel 20;Caudebec-lès-Elbeuf;MEL
20549;7.04104200000000002;46.8808879999999988;Dressel 20;Avenches;LANNISECLANISEC
14005;9.06379699999999922;49.9758330000000015;Dressel 20;Stockstadt am Main;FALBLIC
28793;12.483333;41.8999999999999986;Dressel 20;Roma;CONSFC
14437;8.68416700000000041;50.1155199999999965;Dressel 20;Frankfurt am Main;QIIALFS
518;12.483333;41.8999999999999986;Dressel 20;Roma;FIGEDPPAEF
17155;-3.76666699999999999;56;Dressel 20;Falkirk;Q
10239;4.94285100000000011;43.3835430000000031;Dressel 20;Golfe de Fos;PRIMIPRM
1570;12.483333;41.8999999999999986;Dressel 20;Roma;BVRB
26990;3.76150999999999991;50.8843639999999979;Dressel 20;Velzeke-Ruddershove;PHIILEROTIS
10110;4.94285100000000011;43.3835430000000031;Dressel 20;Golfe de Fos;CFO
3267;12.483333;41.8999999999999986;Dressel 20;Roma;IIMINACRETCALIIMINACRETCN
260;12.483333;41.8999999999999986;Dressel 20;Roma;FCAERARI
3050;12.483333;41.8999999999999986;Dressel 20;Roma;MLFCT
8850;-5.55703200000000042;34.0736970000000028;Dressel 20;Volubilis;MEE
2711;12.483333;41.8999999999999986;Dressel 20;Roma;MILONF
571;12.483333;41.8999999999999986;Dressel 20;Roma;PMOCVFIGEDO
6479;29.9552660000000017;31.2156449999999985;Dressel 20;Alexandria;QCCC
12943;-5.52751000000000037;37.6589609999999979;Dressel 20;Lora del Río;CONSFC
9549;-5.6669419999999997;37.6150579999999977;Dressel 20;Alcolea del Río;IIIMINICIOR
1422;12.483333;41.8999999999999986;Dressel 20;Roma;PARVA
503;12.483333;41.8999999999999986;Dressel 20;Roma;FIGEDOPPAEFVSCIANI
17018;-2.6666669999999999;53.7333330000000018;Dressel 20;Walton le Dale;FVCRM
3508;12.483333;41.8999999999999986;Dressel 20;Roma;SNR
2145;12.483333;41.8999999999999986;Dressel 20;Roma;LFCDP
1568;12.483333;41.8999999999999986;Dressel 20;Roma;BVRB
12312;-5.08259900000000009;37.5422030000000007;Dressel 20;Écija;MY
20385;4.94900099999999998;47.1368289999999988;Dressel 20;Nuits-Saint-Georges;TAAPA
27876;8.16666700000000034;49.8333330000000032;Dressel 20;Rheinhessen;SCALCELS
4903;3.31070799999999998;43.5048880000000011;Dressel 20;Roujan;TAASIATICI
18329;12.483333;41.8999999999999986;Dressel 20;Roma;CEFP
19020;8.28290900000000008;50.0099370000000008;Dressel 20;Mainz-Kastel;IIIVNMELISSIETMELISSE
17147;-3.3333330000000001;56.3333330000000032;Dressel 20;Abernethy;PQ
34448;12.483333;41.8999999999999986;Dressel 20;Roma;MVE
27907;7.86712699999999998;49.8413960000000031;Dressel 20;Bad Kreuznach;LFCFP
9216;5.21526699999999988;45.7569659999999985;Dressel 20;Saint-Romain-de-Jalionas;CSTERIPAVLLI
18730;-2.3333330000000001;54.9666670000000011;Dressel 20;Bardon Mill;QSP
26749;-5.23333300000000001;37.8333330000000032;Dressel 20;Hornachuelos;LFCCVFS
37007;4.80790600000000001;44.1391950000000008;Dressel 20;Orange;MSMACIRGI
11067;-5.08259900000000009;37.5422030000000007;Dressel 20;Écija;FE
39399;4.35962300000000003;43.8337780000000024;Dressel 20;Nîmes;QCC
17506;3.11780899999999983;42.1395430000000033;Dressel 20;Ampurias;APN
9426;6.14811300000000038;46.1956020000000009;Dressel 20;Genève;PONTM
25852;12.483333;41.8999999999999986;Dressel 20;Roma;ATTENIAECYTONIDIS
39501;5.83333299999999966;45.1666669999999968;Dressel 20;Isère;MIM
15804;-3.78333299999999983;55.6499999999999986;Dressel 20;Lanark;MMCS
478;12.483333;41.8999999999999986;Dressel 20;Roma;LFLCVFP
28321;12.483333;41.8999999999999986;Dressel 20;Roma;MARV
1120;12.483333;41.8999999999999986;Dressel 20;Roma;LAL
16169;-2.93333300000000019;54.8833330000000004;Dressel 20;Carlisle;QIMF
14823;9.24180899999999994;48.8058270000000007;Dressel 20;Bad Cannstatt;MQSR
39411;4.35962300000000003;43.8337780000000024;Dressel 20;Nîmes;QCP
11960;8.48254999999999981;49.9213939999999994;Dressel 20;Groß-Gerau;IVNIMELISSI
24031;-0.450000000000000011;38.3500000000000014;Dressel 20;Alicante;QSP
16446;-2.64999999999999991;52.6666669999999968;Dressel 20;Wroxeter;GNACGNAC
13237;-5.64608299999999996;37.4712480000000028;Dressel 20;Carmona;TFAN
26477;12.483333;41.8999999999999986;Dressel 20;Roma;FIGVLGEMESILVINIL
25832;12.2833330000000007;41.75;Dressel 20;Ostia Antica;BEL
14391;8.56691700000000012;50.2715150000000008;Dressel 20;Niederbieber;QFVLNIC
16347;-0.25;51.8333330000000032;Dressel 20;St. Albans;LMA
2199;12.483333;41.8999999999999986;Dressel 20;Roma;LFCSENTI
14074;6.50027799999999978;49.7100000000000009;Dressel 20;Wasserbillig;ACIRGI
1139;12.483333;41.8999999999999986;Dressel 20;Roma;TAM
16526;-2.9588890000000001;51.6133329999999972;Dressel 20;Caerleon;COI
29639;4.87345299999999959;45.5247850000000014;Dressel 20;Vienne;LVBC
17275;12.483333;41.8999999999999986;Dressel 20;Roma;LIDFITALICAE
7502;7.71720499999999987;47.5368179999999967;Dressel 20;Augst;QFLFLAV
1262;12.483333;41.8999999999999986;Dressel 20;Roma;CAEFFM
38867;-5.08259900000000009;37.5422030000000007;Dressel 20;Écija;IIIVNMELISSIETMELISSEHEDERA
8448;3.4753400000000001;43.3109910000000013;Dressel 20;Agde;SNR
29268;12.2833330000000007;41.75;Dressel 20;Ostia Antica;LFCSENT
39613;4.6363310000000002;43.6816590000000033;Dressel 20;Arles;LRPHCON
29577;4.87345299999999959;45.5247850000000014;Dressel 20;Vienne;SISEN
13526;-5.6669419999999997;37.6150579999999977;Dressel 20;Alcolea del Río;PNNF
28118;12.2833330000000007;41.75;Dressel 20;Ostia Antica;PPCAA
27926;8.24932199999999938;50.0825820000000022;Dressel 20;Wiesbaden;QIMNOV
31625;12.483333;41.8999999999999986;Dressel 20;Roma;CAP
6520;29.9552660000000017;31.2156449999999985;Dressel 20;Alexandria;RVFIPO
15998;-2.9588890000000001;51.6133329999999972;Dressel 20;Caerleon;SFE
15145;12.483333;41.8999999999999986;Dressel 20;Roma;CALLIS
474;12.483333;41.8999999999999986;Dressel 20;Roma;LFLCVFP
2395;12.483333;41.8999999999999986;Dressel 20;Roma;QFRMED
3956;12.483333;41.8999999999999986;Dressel 20;Roma;GRAP
334;12.483333;41.8999999999999986;Dressel 20;Roma;LFCCVFCAT
14465;8.68416700000000041;50.1155199999999965;Dressel 20;Frankfurt am Main;MIM
2394;12.483333;41.8999999999999986;Dressel 20;Roma;QFRMED
33159;1.09928000000000003;48.6771579999999986;Dressel 20;Bourdeaux;LE
28090;-5.6669419999999997;37.6150579999999977;Dressel 20;Alcolea del Río;LQS
15778;-4.23333300000000001;55.8999999999999986;Dressel 20;Bishopbriggs;MCPRI
7597;7.71720499999999987;47.5368179999999967;Dressel 20;Augst;QSD
8064;7.78735499999999981;48.6003809999999987;Dressel 20;Strasbourg;APPCAPPE
28251;12.2833330000000007;41.75;Dressel 20;Ostia Antica;PNNSI
16134;-0.0931450000000000056;51.514248000000002;Dressel 20;London;MI
9547;-5.6669419999999997;37.6150579999999977;Dressel 20;Alcolea del Río;IIIMINICIOR
2929;12.483333;41.8999999999999986;Dressel 20;Roma;PIVLCRISPI
29375;12.2833330000000007;41.75;Dressel 20;Ostia Antica;CFABVAL
8762;6.80762499999999982;47.4492109999999983;Dressel 20;Mandeure;QMR
34425;12.483333;41.8999999999999986;Dressel 20;Roma;FCFP
6021;12.483333;41.8999999999999986;Dressel 20;Roma;MGG
25682;12.2833330000000007;41.75;Dressel 20;Ostia Antica;CAP
15193;12.483333;41.8999999999999986;Dressel 20;Roma;IIIFFIILVPI
23806;0.226624999999999993;49.1476639999999989;Dressel 20;Lisieux;HEBVRI
29376;12.483333;41.8999999999999986;Dressel 20;Roma;FABIVSF
12981;-5.6669419999999997;37.6150579999999977;Dressel 20;Alcolea del Río;CANNIRVFINI
5265;3.10437099999999999;42.5175940000000026;Dressel 20;Port-Vendres;POLYCLITI
15717;-0.0931450000000000056;51.514248000000002;Dressel 20;London;QC
39496;5.21526699999999988;45.7569659999999985;Dressel 20;Saint-Romain-de-Jalionas;MIM
6517;29.9552660000000017;31.2156449999999985;Dressel 20;Alexandria;APMA
8019;5.8176420000000002;48.6631560000000007;Dressel 20;Choloy;LIVNIMELISSI
28629;12.483333;41.8999999999999986;Dressel 20;Roma;LFCVCEXFP
34429;12.483333;41.8999999999999986;Dressel 20;Roma;LFFG
16869;1.3333330000000001;51.2833329999999989;Dressel 20;Edinburgh;SCALENSIA
5650;5.86666699999999963;51.8333330000000032;Dressel 20;Nijmegen;LIT
14119;6.95000000000000018;50.9333329999999975;Dressel 20;Köln;BVCCI
17236;3.11780899999999983;42.1395430000000033;Dressel 20;Ampurias;M
6419;19.0333329999999989;47.5499999999999972;Dressel 20;Budapest;FGRVMESEAGGGNNNCE
3076;12.483333;41.8999999999999986;Dressel 20;Roma;IICCLMM
3841;12.483333;41.8999999999999986;Dressel 20;Roma;PQAR
2436;12.483333;41.8999999999999986;Dressel 20;Roma;FINE
6786;-5.52751000000000037;37.6589609999999979;Dressel 20;Lora del Río;CENHISPSA
26522;12.2833330000000007;41.75;Dressel 20;Ostia Antica;CVYVC
3532;12.483333;41.8999999999999986;Dressel 20;Roma;SNR
17199;1.3333330000000001;51.2833329999999989;Dressel 20;Edinburgh;LAR
16783;-0.25;51.8333330000000032;Dressel 20;St. Albans;MS
16931;-2.3333330000000001;55.0166669999999982;Dressel 20;Housesteads;FSCIMNIANO
12217;-5.09964999999999957;37.7049379999999985;Dressel 20;Fuente Palmera;CCNS
26704;-5.23333300000000001;37.8333330000000032;Dressel 20;Hornachuelos;LFCCVFS
15977;-0.25;51.8333330000000032;Dressel 20;St. Albans;LFCESCCVFP
16948;-0.0931450000000000056;51.514248000000002;Dressel 20;London;CSEMPOL
28577;12.483333;41.8999999999999986;Dressel 20;Roma;LCH
24622;4.84671099999999999;45.7484570000000019;Dressel 20;Lyon?;QSP
2924;12.483333;41.8999999999999986;Dressel 20;Roma;LVIVCV
674;12.483333;41.8999999999999986;Dressel 20;Roma;RAMVSPALMAE
3511;12.483333;41.8999999999999986;Dressel 20;Roma;SNR
2149;12.483333;41.8999999999999986;Dressel 20;Roma;LFCDP
10845;-5.08259900000000009;37.5422030000000007;Dressel 20;Écija;IIMELISI
39684;4.87345299999999959;45.5247850000000014;Dressel 20;Vienne;SATVRNINI
9155;2.29999999999999982;49.8999999999999986;Dressel 20;Amiens;PMHPOR
6443;6.7352369999999997;43.4328580000000031;Dressel 20;Fréjus;QVFIR
25739;4.84671099999999999;45.7484570000000019;Dressel 20;Lyon?;QANI
7671;7.71720499999999987;47.5368179999999967;Dressel 20;Augst;MA
18855;12.1192340000000005;49.0345119999999994;Dressel 20;Regensburg;AP
15917;1.14999999999999991;52.3166670000000025;Dressel 20;Eye;IIIENNIIVL
13950;8.56691700000000012;50.2715150000000008;Dressel 20;Niederbieber;CAFSM
33390;-2.3333330000000001;54.9666670000000011;Dressel 20;Bardon Mill;LQA
39740;4.87345299999999959;45.5247850000000014;Dressel 20;Vienne;VRITFA
24894;4.87345299999999959;45.5247850000000014;Dressel 20;Vienne;LVIBCHROM
30806;3.00881599999999993;43.1844170000000034;Dressel 20;Narbonne;QCR
16142;-0.0833330000000000043;51.5;Dressel 20;Southwark;MIM
4614;3.79615500000000017;50.2980519999999984;Dressel 20;Bavay;SCALENSIA
1665;12.483333;41.8999999999999986;Dressel 20;Roma;SCLT
16144;-0.0931450000000000056;51.514248000000002;Dressel 20;London;MIM
30610;2.36812500000000004;50.9522759999999977;Dressel 20;Steene;IM
8129;6.06807500000000033;48.8414009999999976;Dressel 20;Dieulouard;DN
10154;4.94285100000000011;43.3835430000000031;Dressel 20;Golfe de Fos;LMAFRI
8774;6.80762499999999982;47.4492109999999983;Dressel 20;Mandeure;NPAVI
15046;3.00881599999999993;43.1844170000000034;Dressel 20;Narbonne;LQSK
3876;12.483333;41.8999999999999986;Dressel 20;Roma;PQFF
16992;-2.9166669999999999;53.2000000000000028;Dressel 20;Chester;STATIANIENSIA
501;12.483333;41.8999999999999986;Dressel 20;Roma;FIGEDOPPAEFVSCIANI
12385;-5.08259900000000009;37.5422030000000007;Dressel 20;Écija;GF
19658;3.79615500000000017;50.2980519999999984;Dressel 20;Bavay;DOMS
16939;-0.0931450000000000056;51.514248000000002;Dressel 20;London;LSELSENC
28038;1.51324100000000006;46.6019270000000034;Dressel 20;Saint-Marcel;QIAFS
37017;13.25;41.7000000000000028;Dressel 20;Lazio;FIGLIAEFVSC
5786;12.483333;41.8999999999999986;Dressel 20;Roma;FLFBAN
16628;-0.0931450000000000056;51.514248000000002;Dressel 20;London;PONTICI
292;12.483333;41.8999999999999986;Dressel 20;Roma;FCVCVM
30514;3.01907799999999993;49.3531729999999982;Dressel 20;Saint-Etienne-Roilaye;QIAFS
5983;12.483333;41.8999999999999986;Dressel 20;Roma;LFCSEN
8121;7.54473799999999972;48.0411780000000022;Dressel 20;Biesheim;VIR
28807;12.483333;41.8999999999999986;Dressel 20;Roma;FPAT
7607;7.71720499999999987;47.5368179999999967;Dressel 20;Augst;SATVRNINI
23572;3.81383500000000009;45.1364960000000011;Dressel 20;Saint Paulien;SVCESSI
29264;12.483333;41.8999999999999986;Dressel 20;Roma;FCNOVLFCNOV
851;-5.23333300000000001;37.8333330000000032;Dressel 20;Hornachuelos;LFCCVF
9219;5.21526699999999988;45.7569659999999985;Dressel 20;Saint-Romain-de-Jalionas;LQS
3353;12.483333;41.8999999999999986;Dressel 20;Roma;QNDPRI
15576;1.3333330000000001;51.2833329999999989;Dressel 20;Edinburgh;CANTONGANTON
20428;4.94900099999999998;47.1368289999999988;Dressel 20;Nuits-Saint-Georges;NERVAE
1631;12.483333;41.8999999999999986;Dressel 20;Roma;LCHE
2404;12.483333;41.8999999999999986;Dressel 20;Roma;QFRSALS
14517;8.27909599999999912;49.9841880000000032;Dressel 20;Mainz;SEXIRVFI
25925;12.483333;41.8999999999999986;Dressel 20;Roma;LFCCVFCAT
1435;12.483333;41.8999999999999986;Dressel 20;Roma;ARVA
4042;12.483333;41.8999999999999986;Dressel 20;Roma;SFC
20703;4.38825800000000044;52.0690489999999997;Dressel 20;Voorburg;QNDAND
14425;13.0200390000000006;51.0728179999999981;Dressel 20;Walheim;QIAFS
24833;4.87345299999999959;45.5247850000000014;Dressel 20;Vienne;SNR
7260;2.94671100000000008;42.7104029999999995;Dressel 20;Château Rousillon;AIS
4587;12.483333;41.8999999999999986;Dressel 20;Roma;SISPFSF
28310;4.87345299999999959;45.5247850000000014;Dressel 20;Vienne;PMANILISVPE
5903;12.483333;41.8999999999999986;Dressel 20;Roma;LFCCVCAT
2033;12.483333;41.8999999999999986;Dressel 20;Roma;EQFAT
27891;8.16666700000000034;49.8333330000000032;Dressel 20;Rheinhessen;QFLVPI
3493;12.483333;41.8999999999999986;Dressel 20;Roma;SNR
25950;12.483333;41.8999999999999986;Dressel 20;Roma;IICLM
1545;12.483333;41.8999999999999986;Dressel 20;Roma;BALF
4299;12.483333;41.8999999999999986;Dressel 20;Roma;STST
33334;-5.52751000000000037;37.6589609999999979;Dressel 20;Lora del Río;GA
122;12.483333;41.8999999999999986;Dressel 20;Roma;ACIRGIF
15189;12.483333;41.8999999999999986;Dressel 20;Roma;IIIFFIILVP
25806;12.483333;41.8999999999999986;Dressel 20;Roma;AVRSTR
30538;1.02194999999999991;49.280816999999999;Dressel 20;Caudebec-lès-Elbeuf;QIMF
8055;7.54473799999999972;48.0411780000000022;Dressel 20;Biesheim;INSVR
18479;12.483333;41.8999999999999986;Dressel 20;Roma;H
25828;12.483333;41.8999999999999986;Dressel 20;Roma;AVGGGNNNCOLEARIFBARB
16072;-2.64999999999999991;51.4833330000000018;Dressel 20;Sea Mills;HISPSAENI
17689;3.11780899999999983;42.1395430000000033;Dressel 20;Ampurias;SCOROBRES
16779;-4.45000000000000018;55.9166669999999968;Dressel 20;Old Kilpatrick;LSPBOER
17156;-0.533332999999999946;53.2333330000000018;Dressel 20;Lincoln;Q
25878;12.483333;41.8999999999999986;Dressel 20;Roma;IICAMILIMELISSI
37006;8.68416700000000041;50.1155199999999965;Dressel 20;Frankfurt am Main;MSMACIRGI
16798;-2.9166669999999999;53.2000000000000028;Dressel 20;Chester;QSP
32342;-5.69607799999999997;37.4470060000000018;Dressel 20;Sevilla;ROM
951;12.483333;41.8999999999999986;Dressel 20;Roma;VIRG
8665;-6.79846000000000039;34.0531000000000006;Dressel 20;Salé (Sala);LFO
6566;12.483333;41.8999999999999986;Dressel 20;Roma;LIVNIMELISSI
5950;12.483333;41.8999999999999986;Dressel 20;Roma;ROMVLII
1854;12.483333;41.8999999999999986;Dressel 20;Roma;CONSFC
5886;12.483333;41.8999999999999986;Dressel 20;Roma;TAMMAT
29479;12.483333;41.8999999999999986;Dressel 20;Roma;CENHISPSAE
14729;8.68416700000000041;50.1155199999999965;Dressel 20;Frankfurt am Main;DOM
1954;12.483333;41.8999999999999986;Dressel 20;Roma;DOMS
24052;-0.66666700000000001;39.5;Dressel 20;Valencia;TV
8238;3.43261899999999986;43.6289469999999966;Dressel 20;Clermont-l'Hérault;BRODV
15413;-0.0931450000000000056;51.514248000000002;Dressel 20;London;PORTPAH
5698;5.86666699999999963;51.8333330000000032;Dressel 20;Nijmegen;LVANTI
5944;12.483333;41.8999999999999986;Dressel 20;Roma;PMOCVFIGEDO
1557;12.483333;41.8999999999999986;Dressel 20;Roma;BELLIBELI
28115;12.2833330000000007;41.75;Dressel 20;Ostia Antica;GPCI
19023;8.27909599999999912;49.9841880000000032;Dressel 20;Mainz;LLI
1657;12.483333;41.8999999999999986;Dressel 20;Roma;SCLC
10140;4.94285100000000011;43.3835430000000031;Dressel 20;Golfe de Fos;LCSOL
34414;12.483333;41.8999999999999986;Dressel 20;Roma;CDEC
12356;-5.08259900000000009;37.5422030000000007;Dressel 20;Écija;LVAGER
16989;-5.63333300000000037;55.3166670000000025;Dressel 20;Southend;SILVESTRI
4605;2.78030599999999994;50.2917989999999975;Dressel 20;Arras;ARAXIFMARAXIEM
1745;12.483333;41.8999999999999986;Dressel 20;Roma;LCT
2601;12.483333;41.8999999999999986;Dressel 20;Roma;QIA
1678;12.483333;41.8999999999999986;Dressel 20;Roma;LCM
17455;4.94900099999999998;47.1368289999999988;Dressel 20;Nuits-Saint-Georges;CIALB
4257;12.483333;41.8999999999999986;Dressel 20;Roma;SEMETPPI
11152;-5.52751000000000037;37.6589609999999979;Dressel 20;Lora del Río;GALI
9056;0.33333299999999999;46.5833330000000032;Dressel 20;Poitiers;PANNRVF
1849;12.483333;41.8999999999999986;Dressel 20;Roma;CONSFC
38856;-5.08259900000000009;37.5422030000000007;Dressel 20;Écija;IIIVNMELISSIETMELISSEHEDERA
24826;4.87345299999999959;45.5247850000000014;Dressel 20;Vienne;PMANISVP
3641;12.483333;41.8999999999999986;Dressel 20;Roma;LPAEOA
2918;12.483333;41.8999999999999986;Dressel 20;Roma;ISMILOF
27851;8.28290900000000008;50.0099370000000008;Dressel 20;Mainz-Kastel;IIIENNIORIVLSAE
28119;12.483333;41.8999999999999986;Dressel 20;Roma;PPCAE
996;12.483333;41.8999999999999986;Dressel 20;Roma;VIRAV
365;12.483333;41.8999999999999986;Dressel 20;Roma;LFCCVFM
12507;-5.52751000000000037;37.6589609999999979;Dressel 20;Lora del Río;SEXN
28065;12.2833330000000007;41.75;Dressel 20;Ostia Antica;FCOL
4448;12.483333;41.8999999999999986;Dressel 20;Roma;VRSI
27961;8.35916399999999982;49.6327840000000009;Dressel 20;Worms;MILONF
348;12.483333;41.8999999999999986;Dressel 20;Roma;LFCCVCAT
17761;-5.6669419999999997;37.6150579999999977;Dressel 20;Alcolea del Río;PRQ
24553;4.84671099999999999;45.7484570000000019;Dressel 20;Lyon?;BARNAEI
4543;12.483333;41.8999999999999986;Dressel 20;Roma;CAENCNENCAVENCANEN
28414;4.84671099999999999;45.7484570000000019;Dressel 20;Lyon?;AIS
16919;-1.98333300000000001;51.7333330000000018;Dressel 20;Cirencester;FSCIMNIANO
4026;12.483333;41.8999999999999986;Dressel 20;Roma;PSAVITI
2662;12.483333;41.8999999999999986;Dressel 20;Roma;GIALB
18442;12.483333;41.8999999999999986;Dressel 20;Roma;CSP
23842;4.48594999999999988;47.5378540000000029;Dressel 20;Alise-Sainte-Reine;AR
29501;12.2833330000000007;41.75;Dressel 20;Ostia Antica;OFSAXOFERO
26521;12.2833330000000007;41.75;Dressel 20;Ostia Antica;FCVCV
12484;-5.52751000000000037;37.6589609999999979;Dressel 20;Lora del Río;LFFV
29633;4.86074300000000026;45.5315920000000034;Dressel 20;Saint-Romain-en-Gal;LVARIONIS
25415;5.48701099999999986;48.3849420000000023;Dressel 20;Grand;LIT
18424;12.483333;41.8999999999999986;Dressel 20;Roma;MSATVRNI
6603;12.483333;41.8999999999999986;Dressel 20;Roma;CANTQVIETI
4081;12.483333;41.8999999999999986;Dressel 20;Roma;MSP
25773;12.2833330000000007;41.75;Dressel 20;Ostia Antica;FIGASVLEIANESES
11983;13.0200390000000006;51.0728179999999981;Dressel 20;Walheim;IIIENNIIVL
41670;-5.52751000000000037;37.6589609999999979;Dressel 20;Lora del Río;LFFV
28556;12.483333;41.8999999999999986;Dressel 20;Roma;ARVAA
23831;4.94900099999999998;47.1368289999999988;Dressel 20;Nuits-Saint-Georges;ROM
41685;-5.52751000000000037;37.6589609999999979;Dressel 20;Lora del Río;LSSEX
7017;-5.52751000000000037;37.6589609999999979;Dressel 20;Lora del Río;POPVLI
14577;8.18680499999999967;50.1816290000000009;Dressel 20;Orlen;IIIVNMELISSIETMELISSE
2821;12.483333;41.8999999999999986;Dressel 20;Roma;LISILVESTRI
15620;-0.283333000000000002;52.1166669999999996;Dressel 20;Sandy;PORLATPA
10216;4.94285100000000011;43.3835430000000031;Dressel 20;Golfe de Fos;MSFPC
3540;12.483333;41.8999999999999986;Dressel 20;Roma;SNR
37022;8.35916399999999982;49.6327840000000009;Dressel 20;Worms;ALFO
1499;12.483333;41.8999999999999986;Dressel 20;Roma;TAASIATICI
8901;-5.55703200000000042;34.0736970000000028;Dressel 20;Volubilis;VIRAV
30475;1.0833330000000001;49.4333329999999975;Dressel 20;Rouen;RVF
10423;2.57261600000000001;44.3523700000000005;Dressel 20;Rodez;LCFPC
28100;-5.6669419999999997;37.6150579999999977;Dressel 20;Alcolea del Río;LQS
515;12.483333;41.8999999999999986;Dressel 20;Roma;FIGEDOPPAEF
24623;4.84671099999999999;45.7484570000000019;Dressel 20;Lyon?;RVFIATITAE
3032;12.483333;41.8999999999999986;Dressel 20;Roma;ALFO
14227;8.94458599999999926;50.2872100000000017;Dressel 20;Altenstadt;PCLICELI
29327;12.2833330000000007;41.75;Dressel 20;Ostia Antica;PNN
3766;12.483333;41.8999999999999986;Dressel 20;Roma;PORTO
14195;8.61824799999999946;48.1682279999999992;Dressel 20;Kastell Marienfels;QCR
