X;Y;id;lat;long;type;site;code;name;COUNT
-213255.361586905;5069825.09673237;32770;11.883333000000000;45.416666999999997;Dressel 6B;Padova;LAEK;Italia;1
-966491.801529943;4950736.93238566;8240;2.946145000000000;43.259528000000003;Dressel 20;Sallèles;CMS;Narbonensis;1
-225025.730008559;4658894.83827206;25750;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;LAENTEISVRI;Italia;1
-644407.601679123;4907006.12023081;9337;6.866667000000000;43.433332999999998;Dressel 2-4 Catalan;Rade d'Agay;ACA;Narbonensis;1
-935653.239258351;4551508.82449145;12557;4.250000000000000;39.883333000000000;Dressel 1;Mahón;H;Tarraconensis;1
-1397612.5973699;4453973.59713314;24066;-0.557868000000000;38.192729999999997;Almagro 51C;Santa Pola;DILALL;Tarraconensis;1
-50303.1971126798;4531481.16830034;31710;14.483333000000000;40.750000000000000;Amphora incerta;Pompeya;AYSIOES;Italia;1
233795.948793698;4508377.81717628;37579;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;DEMETRI;Italia;1
1867252.48177217;4115154.34763007;6506;36.157224999999997;36.206550999999997;Dressel 20;Antioch;GMMF;Syria;1
233795.948793698;4508377.81717628;35135;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;DIOCLES;Italia;1
-801415.473039121;4930388.13719504;9963;4.942851000000000;43.383543000000003;Dressel 1B;Golfe de Fos;ANT;Narbonensis;1
-955534.176698202;5921032.25118975;17108;-0.093145000000000;51.514248000000002;Dressel 20;London;AMPPLPS;Britannia;1
233795.948793698;4508377.81717628;35227;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;HERMAISCI;Italia;1
-715804.369211464;5346795.26307407;23834;4.949001000000000;47.136828999999999;Amphora incerta;Nuits-Saint-Georges;OIAEL;Lugdunensis;1
-936866.068451985;6208531.92561426;16895;-1.083333000000000;53.966667000000001;Dressel 20;York;FSCIMNIANO;Britannia;1
-755826.511770254;5194589.90619483;24633;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;SCALENSIAGEME;Lugdunensis;1
-978749.816941154;6343418.25156511;18723;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;APH;Britannia;1
-225025.730008559;4658894.83827206;28110;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;P;Italia;1
-955534.176698202;5921032.25118975;15658;-0.093145000000000;51.514248000000002;Dressel 20;London;LATRV;Britannia;1
233795.948793698;4508377.81717628;35472;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;SCOPAS;Italia;1
240645.609957865;4502577.12341599;40038;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;BAHANO;Italia;1
-1194521.19363448;5476793.24020693;27061;-1.429407000000000;47.199049000000002;Gauloise 4;Haute-Goulaine;CDV;Aquitania;1
132693.76564072;4827923.63000075;29534;16.455832999999998;43.513888999999999;Dressel 20;Split;SCOROBRES;Dalmatia;1
-457942.185853519;5043981.67891239;23136;8.866667000000000;44.899999999999999;Dressel 6B;Tortona;ACRISPIN;Italia;1
-775952.897246632;4911372.70331241;6300;5.288922000000000;43.261924999999998;Dressel 7-11;Cap Caveaux;LVOLTEILI;Narbonensis;1
-1090919.96526603;4760579.64264189;36298;2.007994000000000;41.396144999999997;Dressel 2-4 Catalan;Sant Vicenç dels Horts;GAM;Tarraconensis;1
294945.265201933;5289638.04980118;6418;18.265381999999999;47.727519000000001;Dressel 20;Almásfüzitó;PMSP;Pannonia Inferior;1
-790246.352069834;5338595.2411637;20887;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;AVRO;Lugdunensis;1
-777064.107278702;5621115.00858356;28511;3.359518000000000;49.379764000000002;Dressel 1A;Villeneuve-Saint-Germain;SIGNUM;Belgica;1
-1090919.96526603;4760579.64264189;36530;2.007994000000000;41.396144999999997;Dressel 2-4 Catalan;Sant Vicenç dels Horts;P;Tarraconensis;1
-1425659.29010458;4414207.09190867;23767;-0.751789000000000;37.802242000000000;Lamboglia 2;San Pedro;TREB;Tarraconensis;1
-948082.257820173;5653686.91376687;30614;1.021950000000000;49.280816999999999;Dressel 20;Caudebec-lès-Elbeuf;MEL;Lugdunensis;1
-562819.917346189;5287347.9059035;20549;7.041042000000000;46.880887999999999;Dressel 20;Avenches;LANNISECLANISEC;Germania Superior;1
-354755.539387405;5604578.83609556;14005;9.063796999999999;49.975833000000002;Dressel 20;Stockstadt am Main;FALBLIC;Germania Superior;1
-1090919.96526603;4760579.64264189;17604;2.007994000000000;41.396144999999997;Dressel 2-4 Catalan;Sant Vicenç dels Horts;PH;Tarraconensis;1
-379275.935695407;5624503.54261325;14437;8.684167000000000;50.115519999999997;Dressel 20;Frankfurt am Main;QIIALFS;Germania Superior;1
-1025329.69888547;6486477.8300989;17155;-3.766667000000000;56.000000000000000;Dressel 20;Falkirk;Q;Caledonia;1
-801415.473039121;4930388.13719504;10239;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;PRIMIPRM;Narbonensis;1
240645.609957865;4502577.12341599;39199;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;APOLONI;Italia;1
-943841.974507915;4559035.89454766;12574;4.141960000000000;39.934562999999997;Pascual 1;Alayor;MCN;Tarraconensis;1
-708643.229311126;5779979.56871276;26990;3.761510000000000;50.884363999999998;Dressel 20;Velzeke-Ruddershove;PHIILEROTIS;Belgica;1
-1090919.96526603;4760579.64264189;36486;2.007994000000000;41.396144999999997;Pascual 1;Sant Vicenç dels Horts;SYNE;Tarraconensis;1
-801415.473039121;4930388.13719504;10110;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;CFO;Narbonensis;1
233795.948793698;4508377.81717628;35589;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;THEARION;Italia;1
233795.948793698;4508377.81717628;35836;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;CERDO;Italia;1
233795.948793698;4508377.81717628;35280;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;LVCAON;Italia;1
-1981744.8567853;4107083.95851789;8850;-5.557032000000000;34.073697000000003;Dressel 20;Volubilis;MEE;Mauretania Tingitana;1
-237571.667911811;5087669.12549354;36752;11.550000000000001;45.549999999999997;Dressel 6A;Vicenza;BIDIENICLAR;Italia;1
-1089519.33047454;4753980.0419975;36347;2.040791000000000;41.342646999999999;Pascual 1;Sant Boi de Llobregat;FE;Tarraconensis;1
-405654.389848099;3962634.74497202;4635;11.043611000000000;35.394444000000000;Africana;Salakta;O;Africa Proconsularis;1
1354610.4134671;3488290.83345828;6479;29.955266000000002;31.215644999999999;Dressel 20;Alexandria;QCCC;Aegyptus;1
240645.609957865;4502577.12341599;40492;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;MENECRATES;Italia;1
240645.609957865;4502577.12341599;40406;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;LIBON;Italia;1
-1046764.55943348;6217801.38446881;17018;-2.666667000000000;53.733333000000002;Dressel 20;Walton le Dale;FVCRM;Britannia;1
-105077.786027152;4858557.06838445;36186;13.500000000000000;43.633333000000000;Lamboglia 2;Ancona;PHILOC;Italia;1
240645.609957865;4502577.12341599;39300;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;APOLLONIMA;Italia;1
-397282.299510888;5605440.03849431;27491;8.482550000000000;49.921393999999999;Augst 17;Groß-Gerau;COM;Germania Superior;1
233795.948793698;4508377.81717628;37252;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;APOLONI;Italia;1
-706238.442912149;4867845.60383004;18492;6.212030000000000;42.996687999999999;Dolium;Île de Porquerolles;TERTIPAPI;Narbonensis;1
-715804.369211464;5346795.26307407;20385;4.949001000000000;47.136828999999999;Dressel 20;Nuits-Saint-Georges;TAAPA;Lugdunensis;1
240645.609957865;4502577.12341599;38405;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;APEICAE;Italia;1
-421553.915554691;5599578.84723776;27876;8.166667000000000;49.833333000000003;Dressel 20;Rheinhessen;SCALCELS;Germania Superior;1
289680.191301224;4858541.1856729;24226;18.383333000000000;43.850000000000001;Dressel 2-4;Sarajevo;COSSII;Dalmatia;1
-968204.441333387;4575292.04320975;12577;3.833333000000000;40.033332999999999;Dressel 2-4 Catalan;Ciudadela;PACI;Tarraconensis;1
1458180.37948645;3282866.2334685;38579;30.841804000000000;29.309949000000000;Brindisian amphora;Fayum;DEMETRII;Aegyptus;1
-930867.075883968;4971478.32600594;4903;3.310708000000000;43.504888000000001;Dressel 20;Roujan;TAASIATICI;Narbonensis;1
-409856.374447268;5617683.65509329;19020;8.282909000000000;50.009937000000001;Dressel 20;Mainz-Kastel;IIIVNMELISSIETMELISSE;Germania Superior;1
-963254.645016083;4941243.02255826;9194;3.008816000000000;43.184417000000003;Pascual 1;Narbonne;FVLPHIL;Narbonensis;1
-985937.986230463;6512319.20159027;17147;-3.333333000000000;56.333333000000003;Dressel 20;Abernethy;PQ;Caledonia;1
-442836.232197637;5604248.94031563;27907;7.867127000000000;49.841396000000003;Dressel 20;Bad Kreuznach;LFCFP;Germania Superior;1
-727018.271474666;5189667.212828;9216;5.215267000000000;45.756965999999998;Dressel 20;Saint-Romain-de-Jalionas;CSTERIPAVLLI;Narbonensis;1
-978749.816941154;6343418.25156511;18730;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;QSP;Britannia;1
233795.948793698;4508377.81717628;35681;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;VISELLI;Italia;1
-171829.409941474;5079587.11299808;10566;12.393333000000000;45.544443999999999;Dressel ante 6B;Altino;PQSCAPVLAE;Italia;1
-795487.858362067;5016570.86350169;37007;4.807906000000000;44.139195000000001;Dressel 20;Orange;MSMACIRGI;Narbonensis;1
-838407.36197678;4989987.83476454;39399;4.359623000000000;43.833778000000002;Dressel 20;Nîmes;QCC;Narbonensis;1
-979826.647826815;4822915.54316754;17506;3.117809000000000;42.139543000000003;Dressel 20;Ampurias;APN;Tarraconensis;1
-801415.473039121;4930388.13719504;9872;4.942851000000000;43.383543000000003;Dressel 1B;Golfe de Fos;DR;Narbonensis;1
-790246.352069834;5338595.2411637;24406;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;EFID;Lugdunensis;1
-645305.35403197;5224104.61887438;9426;6.148113000000000;46.195602000000001;Dressel 20;Genève;PONTM;Narbonensis;1
38374.9991573839;5183976.92109374;32478;14.966666999999999;46.649999999999999;Dressel 6B;Magdalensberg;LAEK;Noricum;1
-691685.887607956;5114642.70749281;39501;5.833333000000000;45.166666999999997;Dressel 20;Isère;MIM;Narbonensis;1
-1040632.55535968;6449417.56979681;15804;-3.783333000000000;55.649999999999999;Dressel 20;Lanark;MMCS;Caledonia;1
-963254.645016083;4941243.02255826;25638;3.008816000000000;43.184417000000003;Dressel 2-4 Catalan;Narbonne;L;Narbonensis;1
-593560.739821451;4932892.3830981;26291;7.425200000000000;43.735208000000000;Africana 2A Grande;Monaco;GM;Italia;1
-1019166.01774611;6347771.26986266;16169;-2.933333000000000;54.883333000000000;Dressel 20;Carlisle;QIMF;Britannia;1
233795.948793698;4508377.81717628;34884;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;ARCHELA;Italia;1
-362525.889967835;5472909.37141251;14823;9.241809000000000;48.805827000000001;Dressel 20;Bad Cannstatt;MQSR;Germania Superior;1
-838407.36197678;4989987.83476454;39411;4.359623000000000;43.833778000000002;Dressel 20;Nîmes;QCP;Narbonensis;1
-397282.299510888;5605440.03849431;11960;8.482550000000000;49.921393999999999;Dressel 20;Groß-Gerau;IVNIMELISSI;Germania Superior;1
-1383717.62069951;4469340.82399089;24031;-0.450000000000000;38.350000000000001;Dressel 20;Alicante;QSP;Tarraconensis;1
-980032.018657195;4889603.53053768;7250;2.946711000000000;42.710402999999999;Amphora incerta;Château Rousillon;PCORNELFVGI;Narbonensis;1
-963254.645016083;4941243.02255826;9198;3.008816000000000;43.184417000000003;Pascual 1;Narbonne;HIL;Narbonensis;1
-1086155.86087837;6102062.58848629;16446;-2.650000000000000;52.666666999999997;Dressel 20;Wroxeter;GNACGNAC;Britannia;1
-979826.647826815;4822915.54316754;17527;3.117809000000000;42.139543000000003;Pascual 1;Ampurias;CNLENTVLAVGVRIS;Tarraconensis;1
240645.609957865;4502577.12341599;41061;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;ANINIANA;Italia;1
-790246.352069834;5338595.2411637;20518;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;DAGOG;Lugdunensis;1
-918134.90587978;4975791.98070967;8414;3.449751000000000;43.565809000000002;Pascual 1 similis;"Aspiran,Herault";LAETI;Narbonensis;1
-225025.730008559;4658894.83827206;25832;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;BEL;Italia;1
-384697.260119998;5643175.14251355;14391;8.566917000000000;50.271515000000001;Dressel 20;Niederbieber;QFVLNIC;Germania Superior;1
-955595.339807476;5959109.64154238;16347;-0.250000000000000;51.833333000000003;Dressel 20;St. Albans;LMA;Britannia;1
240645.609957865;4502577.12341599;40996;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;ANINIANA;Italia;1
233795.948793698;4508377.81717628;37575;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;SIGNUM;Italia;1
-876175.305477212;5941478.42952925;20650;0.900000000000000;51.883333000000000;Amphora incerta;Colchester;AQA;Britannia;1
-543461.472829624;5608101.07423055;14074;6.500278000000000;49.710000000000001;Dressel 20;Wasserbillig;ACIRGI;Belgica;1
-562819.917346189;5287347.9059035;21482;7.041042000000000;46.880887999999999;Mortarium;Avenches;SABINI;Germania Superior;1
-562819.917346189;5287347.9059035;21490;7.041042000000000;46.880887999999999;Mortarium;Avenches;PALMA;Germania Superior;1
-237571.667911811;5087669.12549354;36815;11.550000000000001;45.549999999999997;Dressel 6B;Vicenza;LAE;Italia;1
-801415.473039121;4930388.13719504;9968;4.942851000000000;43.383543000000003;Dressel 1C;Golfe de Fos;CANI;Narbonensis;1
-171829.409941474;5079587.11299808;10548;12.393333000000000;45.544443999999999;Dressel 6A;Altino;AMAEBID;Italia;1
-457942.185853519;5043981.67891239;23199;8.866667000000000;44.899999999999999;Dressel 6A;Tortona;HERENNIA;Italia;1
-498816.986459172;5350972.71357136;7672;7.717205000000000;47.536817999999997;Dressel 23;Augst;LV;Germania Superior;1
-1146543.75279093;5995036.12651936;16526;-2.958889000000000;51.613332999999997;Dressel 20;Caerleon;COI;Britannia;1
-790246.352069834;5338595.2411637;20825;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;EH;Lugdunensis;1
-758879.15566038;5169350.34629686;29639;4.873453000000000;45.524785000000001;Dressel 20;Vienne;LVBC;Narbonensis;1
240645.609957865;4502577.12341599;40619;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;PERDICAS;Italia;1
-498816.986459172;5350972.71357136;7502;7.717205000000000;47.536817999999997;Dressel 20;Augst;QFLFLAV;Germania Superior;1
-80703.5392892085;4541265.36609771;36938;14.116667000000000;40.816667000000002;Amphora incerta;Campania;EPMCHI;Italia;1
233795.948793698;4508377.81717628;37348;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;NIC;Italia;1
-838407.36197678;4989987.83476454;21354;4.359623000000000;43.833778000000002;Gauloise 1;Nîmes;SA;Narbonensis;1
-922220.482272064;4946998.48359386;8448;3.475340000000000;43.310991000000001;Dressel 20;Agde;SNR;Narbonensis;1
-233891.435165354;5051575.64682896;4662;11.650000000000000;45.233333000000002;Lamboglia 2;Este;ENIC;Italia;1
-225025.730008559;4658894.83827206;29268;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;LFCSENT;Italia;1
-213255.361586905;5069825.09673237;33046;11.883333000000000;45.416666999999997;Dressel 6B;Padova;DO;Italia;1
240645.609957865;4502577.12341599;40562;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;MENOPILVS;Italia;1
233795.948793698;4508377.81717628;35728;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;VISELLI;Italia;1
-963254.645016083;4941243.02255826;17577;3.008816000000000;43.184417000000003;Pascual 1;Narbonne;LVOLTEIL;Narbonensis;1
-213255.361586905;5069825.09673237;32832;11.883333000000000;45.416666999999997;Dressel 6B;Padova;VARIPACCI;Italia;1
-819575.716550027;4968506.84339518;39613;4.636331000000000;43.681659000000003;Dressel 20;Arles;LRPHCON;Narbonensis;1
-758879.15566038;5169350.34629686;29577;4.873453000000000;45.524785000000001;Dressel 20;Vienne;SISEN;Narbonensis;1
-801415.473039121;4930388.13719504;10010;4.942851000000000;43.383543000000003;Dressel 1C;Golfe de Fos;PAXXAP;Narbonensis;1
240645.609957865;4502577.12341599;40518;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;MENOPILVS;Italia;1
-225025.730008559;4658894.83827206;28118;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;PPCAA;Italia;1
-410857.230934183;5626138.01525477;27926;8.249321999999999;50.082582000000002;Dressel 20;Wiesbaden;QIMNOV;Germania Superior;1
1354610.4134671;3488290.83345828;6520;29.955266000000002;31.215644999999999;Dressel 20;Alexandria;RVFIPO;Aegyptus;1
-1146543.75279093;5995036.12651936;15998;-2.958889000000000;51.613332999999997;Dressel 20;Caerleon;SFE;Britannia;1
233795.948793698;4508377.81717628;37564;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;VISELLI;Italia;1
-1651.36161622172;5120675.00827321;25811;14.514443999999999;46.055278000000001;Dressel 6B;Ljubljana (Emona);LAEK;Italia;1
240645.609957865;4502577.12341599;40861;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;SOTERICO;Italia;1
1461925.46758347;3156973.80593278;37765;30.773948000000001;28.187508999999999;Brindisian amphora;Akoris;LANINIVS;Aegyptus;1
-979826.647826815;4822915.54316754;5;3.117809000000000;42.139543000000003;Dressel 1B;Ampurias;X;Tarraconensis;1
233795.948793698;4508377.81717628;37413;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;VISELLI;Italia;1
-620809.828136445;4917729.53982733;32158;7.127766000000000;43.562407000000000;Lamboglia 2;Antibes;TERE;Narbonensis;1
240645.609957865;4502577.12341599;38068;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;CVEILI;Italia;1
-973263.260828058;4866560.85322686;7252;3.083952000000000;42.525792000000003;Amphora incerta;Collioure;DAMALAE;Narbonensis;1
-379275.935695407;5624503.54261325;14465;8.684167000000000;50.115519999999997;Dressel 20;Frankfurt am Main;MIM;Germania Superior;1
-960662.376199971;5585740.33488914;33159;1.099280000000000;48.677157999999999;Dressel 20;Bourdeaux;LE;Lugdunensis;1
-917987.17156083;4983115.16871679;36995;3.432619000000000;43.628946999999997;Amphora incerta;Clermont-l'Hérault;AC;Narbonensis;1
-1069736.07970487;4761771.56669318;17999;2.244789000000000;41.447144999999999;Pascual 1;Badalona;VAS;Tarraconensis;1
-924043.435940068;5484756.71466925;27047;1.903887000000000;47.902890999999997;Amphora incerta;Orléans;AVIVSFEC;Lugdunensis;1
-1057437.86137986;6486603.90365619;15778;-4.233333000000000;55.899999999999999;Dressel 20;Bishopbriggs;MCPRI;Caledonia;1
-790246.352069834;5338595.2411637;26986;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;A;Lugdunensis;1
-1425659.29010458;4414207.09190867;23597;-0.751789000000000;37.802242000000000;Lamboglia 2;San Pedro;ABAR;Tarraconensis;1
-288410.452576565;4975474.66446589;34244;11.083333000000000;44.500000000000000;Amphora incerta;Bazzano;CMS;Italia;1
-498816.986459172;5350972.71357136;7597;7.717205000000000;47.536817999999997;Dressel 20;Augst;QSD;Germania Superior;1
240645.609957865;4502577.12341599;41060;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;ANINIANA;Italia;1
-472968.972905322;5467893.56574991;8064;7.787355000000000;48.600380999999999;Dressel 20;Strasbourg;APPCAPPE;Germania Superior;1
-225025.730008559;4658894.83827206;28251;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;PNNSI;Italia;1
-746791.260024395;5070566.32837079;8347;5.265397000000000;44.690916999999999;Dressel 1B;Roanne;ACIMEOVIN;Narbonensis;1
-955534.176698202;5921032.25118975;16134;-0.093145000000000;51.514248000000002;Dressel 20;London;MI;Britannia;1
