X;Y;id;lat;long;type;site;code;name
4.032143;46.92678;20855;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;HF;Lugdunensis
17.85;40.683333;35541;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;SCOPAS;Italia
2.244789;41.447145;17790;2.244789000000000;41.447144999999999;Dressel 2-4 Catalan;Badalona;NIIN;Tarraconensis
17.933333;40.633333;41016;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;ANINIANA;Italia
0.9;51.883333;15567;0.900000000000000;51.883333000000000;Dressel 20;Colchester;CANTONIQVIETI;Britannia
2.444503;41.542113;19227;2.444503000000000;41.542113000000001;Dressel 2-4 Catalan;Mataró;AS;Tarraconensis
17.85;40.683333;34621;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;APOLLONID;Italia
1.139829;41.076036;32230;1.139829000000000;41.076036000000002;Tegula;Salou;MPEIAV;Tarraconensis
4.032143;46.92678;20784;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;AI;Lugdunensis
17.85;40.683333;34627;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;APOLLONID;Italia
4.032143;46.92678;24432;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;M;Lugdunensis
5.941712;43.117705;20166;5.941712000000000;43.117705000000001;Gauloise 4;Toulon;APM;Narbonensis
4.846711;45.748457;24601;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;PATVIC;Lugdunensis
17.85;40.683333;35220;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;HERMAISCI;Italia
17.933333;40.633333;40300;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;GLAVCI;Italia
2.007994;41.396145;36361;2.007994000000000;41.396144999999997;Pascual 1;Sant Vicenç dels Horts;F;Tarraconensis
6.692361;51.035167;32245;6.692361000000000;51.035167000000001;Dressel 20;Rommerskirchen;QVIN;Germania Inferior
17.933333;40.633333;4756;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;COTHPIX;Italia
4.846711;45.748457;24640;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;TATILIASIATICI;Lugdunensis
5.179773;52.064313;41485;5.179773000000000;52.064312999999999;Dressel 20;Fort Vechten;CCRASSISEMNI;Germania Inferior
17.85;40.683333;34665;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;APOLLONID;Italia
17.85;40.683333;35367;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;LVKAON;Italia
-0.751789;37.802242;23595;-0.751789000000000;37.802242000000000;Lamboglia 2;San Pedro;ABAR;Tarraconensis
17.933333;40.633333;38008;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;PVEBAL;Italia
-5.52751;37.658961;7121;-5.527510000000000;37.658960999999998;Dressel 20;Lora del Río;LSERLVPI;Baetica
4.636331;43.681659;39767;4.636331000000000;43.681659000000003;Dressel 20;Arles;PNN;Narbonensis
2.007994;41.396145;36549;2.007994000000000;41.396144999999997;Pascual 1;Sant Vicenç dels Horts;PR;Tarraconensis
12.283333;41.75;28370;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;QIA;Italia
17.85;40.683333;37280;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;DEMETRI;Italia
3.51869;47.461183;21071;3.518690000000000;47.461182999999998;Dressel 1;Entrains-sur-Nohain;BARC;Lugdunensis
10.166667;42.783333;37239;10.166667000000000;42.783332999999999;Amphora incerta;Marciana;CPC;Italia
17.933333;40.633333;40521;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;MENOPILVS;Italia
4.032143;46.92678;20750;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;AC;Lugdunensis
4.942851;43.383543;10243;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;PSAVITI;Narbonensis
16.728333;43.140833;4801;16.728332999999999;43.140833000000001;Lamboglia 2;Hvar;CIA;Dalmatia
11.983333;42.65;34319;11.983333000000000;42.649999999999999;Amphora incerta;Bolsena;VTHPVLROG;Italia
3.443291;43.280977;39369;3.443291000000000;43.280977000000000;Dressel 20;Hérault;TATILIASIATICI;Narbonensis
-8.501922;39.288806;25513;-8.501922000000000;39.288806000000001;Brindisian amphora;Santarém;MENA;Lusitania
11.883333;45.416667;32754;11.883333000000000;45.416666999999997;Dressel 6B;Padova;LAEHLAEKB;Italia
2.1741;41.398371;33209;2.174100000000000;41.398370999999997;Pascual 1;Barcelona;EPAPR;Tarraconensis
4.873453;45.524785;24799;4.873453000000000;45.524785000000001;Dressel 20;Vienne;LFO;Narbonensis
8.645835;50.159548;27594;8.645835000000000;50.159548000000001;Dressel 20;Nida-Heddernheim;LQS;Germania Superior
8.279096;49.984188;19027;8.279095999999999;49.984188000000003;Dressel 20;Mainz;CMM;Germania Superior
-5.082599;37.542203;38805;-5.082599000000000;37.542203000000001;Dressel 20;Écija;ROMANI;Baetica
11.25;42.5;33793;11.250000000000000;42.500000000000000;Amphora incerta;Albinia;APEL;Italia
3.008816;43.184417;10718;3.008816000000000;43.184417000000003;Pascual 1;Narbonne;F;Narbonensis
5.265397;44.690917;8350;5.265397000000000;44.690916999999999;Amphora incerta;Roanne;AI;Narbonensis
12.393333;45.544444;10553;12.393333000000000;45.544443999999999;Lamboglia 2;Altino;EPICA;Italia
3.104371;42.517594;5298;3.104371000000000;42.517594000000003;Dressel 20;Port-Vendres;CSEMPRONIPOLYCLITI;Narbonensis
-2.016667;54.966667;16345;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;PMPM;Britannia
14.514444;46.055278;25814;14.514443999999999;46.055278000000001;Dressel 6B;Ljubljana (Emona);CALCRISPINILLAE;Italia
3.117809;42.139543;17543;3.117809000000000;42.139543000000003;Dressel 8;Ampurias;ANTH;Tarraconensis
4.846711;45.748457;17398;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;PSAVITI;Lugdunensis
17.933333;40.633333;40264;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;HPAIOC;Italia
29.955266;31.215645;6475;29.955266000000002;31.215644999999999;Dressel 20;Alexandria;ASVLEIANESE;Aegyptus
11.65;45.233333;4819;11.650000000000000;45.233333000000002;Dressel 6B;Este;HADAVG;Italia
29.955266;31.215645;38559;29.955266000000002;31.215644999999999;Brindisian amphora;Alexandria;MARB;Aegyptus
14.966667;46.65;31647;14.966666999999999;46.649999999999999;Dressel 6B;Magdalensberg;COMI;Noricum
4.032143;46.92678;24473;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;RE;Lugdunensis
29.955266;31.215645;38683;29.955266000000002;31.215644999999999;Brindisian amphora;Alexandria;MTVCCILFTROGALEONIS;Aegyptus
7.544738;48.041178;7961;7.544738000000000;48.041178000000002;Dressel 20;Biesheim;CALPVRNC;Germania Superior
10.883333;35.666667;4722;10.883333000000000;35.666666999999997;Africana 2;Lamta;CIRCULUS;Africa Proconsularis
7.717205;47.536818;7543;7.717205000000000;47.536817999999997;Dressel 20;Augst;PMSC;Germania Superior
3.5;50.6;24672;3.500000000000000;50.600000000000001;Dressel 20;Liberchies;LIVNIMELISSI;Belgica
4.798681;47.326304;21115;4.798681000000000;47.326304000000000;Dressel 1;Mâlain;HERACLIDA;Lugdunensis
-6.191022;36.528604;27320;-6.191022000000000;36.528604000000001;Amphora incerta;Puerto Real;SOC;Baetica
17.85;40.683333;34689;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;APOLONIDA;Italia
12.488056;45.78;32634;12.488056000000000;45.780000000000001;Dressel 6B;Oderzo;AMETHYSTI;Italia
11.883333;45.416667;32814;11.883333000000000;45.416666999999997;Dressel 6B;Padova;FEL;Italia
10.9;44.5;34240;10.900000000000000;44.500000000000000;Amphora incerta;Modena;LICI;Italia
11.25;42.5;33855;11.250000000000000;42.500000000000000;Dressel 1C;Albinia;ARS;Italia
-5.52751;37.658961;41677;-5.527510000000000;37.658960999999998;Dressel 20;Lora del Río;IIAVRELHERACLAPATETFILFGRV;Baetica
17.933333;40.633333;37939;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;NMACCIVSLFQ;Italia
8.608962;49.473071;18886;8.608962000000000;49.473070999999997;Dressel 20;Ladenburg (Lopodunum);LMVE;Germania Superior
2.244789;41.447145;18042;2.244789000000000;41.447144999999999;Dressel 2-4 Catalan;Badalona;R;Tarraconensis
2.444503;41.542113;19277;2.444503000000000;41.542113000000001;Dressel 2-4 Catalan;Mataró;SEC;Tarraconensis
-0.093145;51.514248;15458;-0.093145000000000;51.514248000000002;Dressel 20;London;PORLAR;Britannia
-6.191022;36.528604;27266;-6.191022000000000;36.528604000000001;Dressel 8;Puerto Real;LMEFAVSTI;Baetica
4.032143;46.92678;24419;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;GN;Lugdunensis
-0.093145;51.514248;15615;-0.093145000000000;51.514248000000002;Dressel 20;London;QANTRVG;Britannia
11.55;45.55;36828;11.550000000000001;45.549999999999997;Dressel 6B;Vicenza;FELIXSCR;Italia
4.905743;46.567577;21057;4.905743000000000;46.567577000000000;Dressel 1;Tournus;AM;Lugdunensis
3.008816;43.184417;25581;3.008816000000000;43.184417000000003;Pascual 1;Narbonne;IVLITHEOPHIL;Narbonensis
2.1741;41.398371;24665;2.174100000000000;41.398370999999997;Pascual 1;Barcelona;T;Tarraconensis
-1.083333;53.966667;16259;-1.083333000000000;53.966667000000001;Dressel 20;York;LIVNIMELISSI;Britannia
17.85;40.683333;37606;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;LUKAON;Italia
12.283333;41.75;26487;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;CAERARIA;Italia
-5.52751;37.658961;11285;-5.527510000000000;37.658960999999998;Dressel 20;Lora del Río;ATITTAE;Baetica
5.487011;48.384942;8002;5.487011000000000;48.384942000000002;Dressel 20;Grand;CIALB;Germania Superior
2.007994;41.396145;36285;2.007994000000000;41.396144999999997;Pascual 1;Sant Vicenç dels Horts;IV;Tarraconensis
8.279096;49.984188;19032;8.279095999999999;49.984188000000003;Dressel 20;Mainz;PMANISVP;Germania Superior
-2.016667;54.966667;17196;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;OICSVPVRO;Britannia
4.873453;45.524785;39565;4.873453000000000;45.524785000000001;Dressel 20;Vienne;SNR;Narbonensis
8.397222;40.835;26185;8.397221999999999;40.835000000000001;Africana;Porto Torres;TFPI;Corsica et Sardinia
4.846711;45.748457;28364;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;CIALB;Lugdunensis
2.007994;41.396145;36620;2.007994000000000;41.396144999999997;Pascual 1;Sant Vicenç dels Horts;T;Tarraconensis
17.85;40.683333;35412;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;POLEMON;Italia
3.008816;43.184417;10748;3.008816000000000;43.184417000000003;Pascual 1;Narbonne;SIMBOLUS;Narbonensis
4.846711;45.748457;17403;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;SCOROBRES;Lugdunensis
4.942851;43.383543;9851;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;LIT;Narbonensis
8.166667;49.833333;27868;8.166667000000000;49.833333000000003;Dressel 20;Rheinhessen;MIM;Germania Superior
-5.082599;37.542203;10887;-5.082599000000000;37.542203000000001;Dressel 20;Écija;LAVRELIGERMANI;Baetica
17.85;40.683333;37283;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;DEMETRI;Italia
12.283333;41.75;29422;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;GRA;Italia
4.636331;43.681659;39747;4.636331000000000;43.681659000000003;Dressel 20;Arles;EQFA;Narbonensis
8.44;39.881944;25324;8.440000000000000;39.881943999999997;Tegula;Sardegna;CPROMINVS;Corsica et Sardinia
5.265397;44.690917;8376;5.265397000000000;44.690916999999999;Dressel 1B;Roanne;BDD;Narbonensis
4.032143;46.92678;20985;4.032143000000000;46.926780000000001;Dressel 1;Mont-Beuvray;E;Lugdunensis
8.645835;50.159548;27547;8.645835000000000;50.159548000000001;Dressel 20;Nida-Heddernheim;LFCRES;Germania Superior
4.949001;47.136829;17467;4.949001000000000;47.136828999999999;Mortarium;Nuits-Saint-Georges;NITIOCENVF;Lugdunensis
8.181798;47.384048;20687;8.181798000000001;47.384048000000000;Amphora incerta;Lenzburg;OCEANI;Germania Superior
-2.936694;35.292193;24536;-2.936694000000000;35.292192999999997;Amphora incerta;Melilla;M;Mauretania Tingitana
7.041042;46.880888;20535;7.041042000000000;46.880887999999999;Amphora incerta;Avenches;HERMESLVN;Germania Superior
17.933333;40.633333;38396;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;ANTIOCOS;Italia
-3.333333;56.333333;15641;-3.333333000000000;56.333333000000003;Dressel 20;Abernethy;PARVA;Caledonia
11.883333;45.416667;9659;11.883333000000000;45.416666999999997;Amphora incerta;Padova;TEBDPARHA;Italia
3.833333;40.033333;12567;3.833333000000000;40.033332999999999;Dressel 2-4 Catalan;Ciudadela;AR;Tarraconensis
-2.916667;53.2;17189;-2.916667000000000;53.200000000000003;Dressel 20;Chester;CS;Britannia
17.933333;40.633333;40233;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;EIKADIO;Italia
-0.25;51.833333;15619;-0.250000000000000;51.833333000000003;Dressel 20;St. Albans;LANTSVRI;Britannia
3.008816;43.184417;25560;3.008816000000000;43.184417000000003;Pascual 1;Narbonne;FVLPHIL;Narbonensis
8.645835;50.159548;27555;8.645835000000000;50.159548000000001;Dressel 20;Nida-Heddernheim;SLAEON;Germania Superior
-5.646083;37.471248;13626;-5.646083000000000;37.471248000000003;Dressel 20;Carmona;LER;Baetica
0.145549;49.616158;30600;0.145549000000000;49.616157999999999;Dressel 20;Heuqueville;VIRG;Lugdunensis
1.333333;51.283333;15614;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;QANTRVG;Britannia
2.007994;41.396145;36357;2.007994000000000;41.396144999999997;Pascual 1;Sant Vicenç dels Horts;F;Tarraconensis
-0.25;51.833333;15736;-0.250000000000000;51.833333000000003;Dressel 20;St. Albans;QCCI;Britannia
8.279096;49.984188;18998;8.279095999999999;49.984188000000003;Dressel 20;Mainz;MIM;Germania Superior
8.566917;50.271515;14051;8.566917000000000;50.271515000000001;Dressel 20;Niederbieber;PAPRV;Germania Superior
0.2;52.066667;15845;0.200000000000000;52.066667000000002;Dressel 20;Chesterford;CAMILIMELISSI;Britannia
4.942851;43.383543;10078;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;A;Narbonensis
3.008816;43.184417;6110;3.008816000000000;43.184417000000003;Dressel 20;Narbonne;QFF;Narbonensis
-2.916667;53.2;15383;-2.916667000000000;53.200000000000003;Dressel 20;Chester;AAFAAE;Britannia
2.007994;41.396145;36472;2.007994000000000;41.396144999999997;Pascual 1;Sant Vicenç dels Horts;MA;Tarraconensis
4.765745;44.349093;19839;4.765745000000000;44.349093000000003;Gauloise 1;Saint-Paul-Trois-Chateaux;VERI;Narbonensis
-0.266667;39.683333;13900;-0.266667000000000;39.683332999999998;Dressel 2-4 Catalan;Sagunto;GRAECO;Tarraconensis
6.866667;43.433333;9397;6.866667000000000;43.433332999999998;Dressel 2-4 Catalan;Rade d'Agay;SA;Narbonensis
29.955266;31.215645;38689;29.955266000000002;31.215644999999999;Brindisian amphora;Alexandria;VEHILI;Aegyptus
-0.45;38.35;24007;-0.450000000000000;38.350000000000001;Dressel 20;Alicante;SEXIRVF;Tarraconensis
1.083333;51.266667;27982;1.083333000000000;51.266666999999998;Dressel 6;Canterbury;HERMES;Britannia
3.0;39.316667;7348;3.000000000000000;39.316667000000002;Lamboglia 2;Colònia de Sant Jordi;VERSO;Tarraconensis
11.883333;45.416667;9654;11.883333000000000;45.416666999999997;Amphora incerta;Padova;PSEPVLLIPF;Italia
-5.233333;37.833333;11520;-5.233333000000000;37.833333000000003;Dressel 20;Hornachuelos;SAXE;Baetica
-8.29339;40.079493;21398;-8.293390000000000;40.079492999999999;Keay 16;Tróia;LEVGEN;Lusitania
8.866667;44.9;23324;8.866667000000000;44.899999999999999;Lamboglia 2;Tortona;MENOMIINO;Italia
17.933333;40.633333;38393;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;ANTIOCOS;Italia
2.244789;41.447145;17962;2.244789000000000;41.447144999999999;Pascual 1;Badalona;MPORCI;Tarraconensis
8.48255;49.921394;27453;8.482550000000000;49.921393999999999;Dressel 20;Groß-Gerau;LMINICIFIRMONI;Germania Superior
-0.093145;51.514248;16647;-0.093145000000000;51.514248000000002;Dressel 20;London;QFLAVIFLAVIANI;Britannia
8.279096;49.984188;19022;8.279095999999999;49.984188000000003;Dressel 20;Mainz;ALFO;Germania Superior
3.117809;42.139543;17738;3.117809000000000;42.139543000000003;Dressel 8;Ampurias;VENVS;Tarraconensis
0.158146;49.521309;30567;0.158146000000000;49.521309000000002;Dressel 20;Rouen;APNA;Lugdunensis
17.933333;40.633333;38155;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;VEHILI;Italia
4.942851;43.383543;10186;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;LSAR;Narbonensis
12.283333;41.75;3065;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;IICCLLM;Italia
17.933333;40.633333;4742;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;POSIDONI;Italia
2.040791;41.342647;36642;2.040791000000000;41.342646999999999;Pascual 1;Sant Boi de Llobregat;QVA;Tarraconensis
8.279096;49.984188;14846;8.279095999999999;49.984188000000003;Dressel 20;Mainz;PORPS;Germania Superior
17.85;40.683333;35858;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;DAZIO;Italia
2.244789;41.447145;18006;2.244789000000000;41.447144999999999;Dressel 2-4 Catalan;Badalona;COM;Tarraconensis
12.283333;41.75;26202;12.283333000000001;41.750000000000000;Africana 2D Grande;Ostia Antica;BSCDLEPMI;Italia
12.583333;38.033333;36968;12.583333000000000;38.033332999999999;Amphora incerta;Erice;OTA;Sicilia
7.787355;48.600381;19848;7.787355000000000;48.600380999999999;Dressel 20;Strasbourg;ARVA;Germania Superior
3.008816;43.184417;12725;3.008816000000000;43.184417000000003;Pascual 1;Narbonne;EVO;Narbonensis
4.846711;45.748457;24635;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;SCALENSIAPHI;Lugdunensis
8.618248;48.168228;14147;8.618247999999999;48.168227999999999;Dressel 20;Kastell Marienfels;LCFPC;Germania Superior
4.942851;43.383543;10246;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;PVAFAV;Narbonensis
9.4;45.3;33971;9.400000000000000;45.299999999999997;Dressel 6B;Lodi Vecchio;CRISPINILI;Italia
8.684167;50.11552;14526;8.684167000000000;50.115519999999997;Dressel 20;Frankfurt am Main;LIT;Germania Superior
8.416667;45.316667;25368;8.416667000000000;45.316667000000002;Dressel 20;Vercelli;CIB;Italia
2.1741;41.398371;17326;2.174100000000000;41.398370999999997;Dressel 2-4 Catalan;Barcelona;EPLPCP;Tarraconensis
3.432619;43.628947;4895;3.432619000000000;43.628946999999997;Dressel 20;Clermont-l'Hérault;PIVLICRISPI;Narbonensis
17.933333;40.633333;40540;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;MENOPILVS;Italia
17.933333;40.633333;40672;17.933333000000001;40.633333000000000;Brindisian amphora;Brindisi;PILEMO;Italia
11.883333;45.416667;32770;11.883333000000000;45.416666999999997;Dressel 6B;Padova;L;Italia
5.866667;51.833333;5654;5.866667000000000;51.833333000000003;Dressel 20;Nijmegen;QMR;Germania Inferior
2.302157;49.619303;30478;2.302157000000000;49.619303000000002;Dressel 20;Vendeuil-Caply;CAP;Belgica
29.955266;31.215645;38536;29.955266000000002;31.215644999999999;Brindisian amphora;Alexandria;APPVLEI;Aegyptus
-5.615269;41.846918;7160;-5.615269000000000;41.846918000000002;Later;Villafáfila;LD;Tarraconensis
-0.266667;39.683333;13885;-0.266667000000000;39.683332999999998;Amphora incerta;Sagunto;KAP;Tarraconensis
2.007994;41.396145;36660;2.007994000000000;41.396144999999997;Dressel 2-4 Catalan;Sant Vicenç dels Horts;SIGNUM;Tarraconensis
5.866667;51.833333;5606;5.866667000000000;51.833333000000003;Dressel 20;Nijmegen;PANNIRVFI;Germania Inferior
-6.227507;36.59952;27344;-6.227507000000000;36.599519999999998;Beltrán 2B;El Puerto de Santa María;SIICVVA;Baetica
-1.083333;53.966667;16439;-1.083333000000000;53.966667000000001;Dressel 20;York;PMOCVFIGEDO;Britannia
4.873453;45.524785;24901;4.873453000000000;45.524785000000001;Dressel 20;Vienne;LVIBICHROMIS;Narbonensis
-5.233333;37.833333;12175;-5.233333000000000;37.833333000000003;Dressel 20;Hornachuelos;NARF;Baetica
7.717205;47.536818;7651;7.717205000000000;47.536817999999997;Dressel 20;Augst;AVIH;Germania Superior
7.616482;48.371252;7877;7.616482000000000;48.371251999999998;Dressel 8;Ehl;COSL;Germania Superior
9.2;45.466667;9818;9.199999999999999;45.466667000000001;Lamboglia 2;Milano;SIANDAE;Italia
2.444503;41.542113;5763;2.444503000000000;41.542113000000001;Dressel 2-4 Catalan;Mataró;LCORPR;Tarraconensis
-5.557032;34.073697;8885;-5.557032000000000;34.073697000000003;Dressel 20;Volubilis;CENNIHISPANI;Mauretania Tingitana
8.279096;49.984188;14552;8.279095999999999;49.984188000000003;Dressel 20;Mainz;CIVNREBVRI;Germania Superior
-7.648609;37.127338;24965;-7.648609000000000;37.127338000000002;Dressel 20;Tavira;LFO;Lusitania
5.65;43.166668;34052;5.650000000000000;43.166668000000001;Dressel 1;Baie de la Ciotat;PILOT;Narbonensis
-6.115818;34.60144;8884;-6.115818000000000;34.601439999999997;Dressel 20;Banasa;ROMVLI;Mauretania Tingitana
17.85;40.683333;34894;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;ARCHELA;Italia
17.85;40.683333;35373;17.850000000000001;40.683332999999998;Brindisian amphora;Canale Giancola;LVKAON;Italia
11.333333;44.366667;34281;11.333333000000000;44.366667000000000;Amphora incerta;Pianoro;MSERRANI;Italia
11.883333;45.416667;9620;11.883333000000000;45.416666999999997;Dressel 6A;Padova;SEXIVLSEVER;Italia
6.866667;43.433333;9392;6.866667000000000;43.433332999999998;Dressel 2-4 Catalan;Rade d'Agay;F;Narbonensis
6.866667;43.433333;18663;6.866667000000000;43.433332999999998;Dressel 2-4 Catalan;Rade d'Agay;QAE;Narbonensis
5.866667;51.833333;5639;5.866667000000000;51.833333000000003;Dressel 20;Nijmegen;MFR;Germania Inferior
2.971462;42.600308;7255;2.971462000000000;42.600307999999998;Dressel 20;Elne;SFE;Narbonensis
